30

20


0.30876 0.27366 0.40452 0.78949 0.99419 0.26734 0.13833 0.91129 0.10879 0.45288 0.63730 0.08602 0.81526 0.05092 0.77633 0.85511 0.87917 0.17230 0.89771 0.84468

12.73264 22.44011 0.93729 2.96613 1.81641 3.38822 20.89636 5.17353 1.57997 4.60206 21.84674 3.16493 17.98423 10.98489 22.96316 16.83319 15.33118 21.17208 14.22625 0.62673
 0.69962 8.46768 16.29891 10.78457 6.19274 6.38173 7.68375 15.86962 20.69212 22.39649 17.86554 16.11791 18.66290 17.34636 15.34640 1.96366 3.21747 1.05363 8.33088 17.15013
 14.60403 24.98539 4.41362 4.70763 21.13298 6.98283 10.38871 3.05650 20.52219 16.44674 20.32751 19.47576 4.08472 1.86515 22.56647 24.64352 8.64237 2.23827 18.57476 10.92052
 9.03412 11.48740 18.68839 20.78197 7.57916 7.98432 17.46305 1.50521 23.01039 10.58160 19.92022 24.04777 20.94340 20.65326 19.41179 3.91494 23.33628 12.95476 5.61766 16.01624
 5.34513 10.67629 11.35292 8.57950 20.61131 14.23890 13.10855 15.36494 13.50442 18.75808 17.09185 12.73980 17.82454 2.04073 23.47161 12.28064 0.75738 4.20454 15.75568 5.76837
 24.50281 18.77067 3.67774 11.84225 7.71008 8.35728 10.73504 23.88302 1.95673 11.82508 19.08747 3.21013 2.65194 21.12167 16.90282 10.68585 22.14568 2.43690 6.95580 6.19926
 6.84805 20.14454 19.36614 11.74976 3.28690 18.00657 11.40486 6.50748 21.29143 20.04936 19.67661 4.85155 15.00408 23.53176 23.27263 18.11591 24.05319 11.96974 0.49427 7.12277
 17.56364 17.03716 18.61158 4.85034 19.67254 11.37728 17.87650 0.33694 13.00466 19.32152 11.81415 10.38968 19.28506 23.99124 20.75271 15.77481 2.30008 7.37951 2.40522 24.47175
 14.46407 22.55860 17.37847 4.88808 3.96357 15.74401 9.56579 22.27248 8.54844 23.68718 10.37698 5.94254 1.23224 10.25260 15.43615 10.43020 0.38776 17.04175 20.66551 0.27817
 16.85237 12.75490 21.58400 12.24525 5.97659 23.63058 9.19469 10.22633 23.92621 2.74546 17.89610 4.81828 5.90548 3.32995 16.38673 11.72159 4.70039 24.40868 11.61006 5.25208
 13.40199 22.32586 5.70707 18.64783 14.15510 4.78529 1.40506 14.86711 21.51774 23.74602 24.41875 5.84355 12.61399 3.37416 9.52964 14.68404 19.67263 12.90655 20.36030 20.61690
 22.03971 21.43916 2.90768 19.45074 8.50894 9.74458 2.08076 21.25918 3.00814 7.79561 20.87524 0.10603 7.05371 1.78418 11.79662 15.86129 5.72298 11.13200 20.60181 4.56355
 10.57032 5.31664 6.70777 12.50657 22.89475 17.12643 18.92715 8.70272 16.60773 1.06576 12.24596 17.77798 19.46132 11.46003 8.76026 8.64350 21.30252 6.47289 14.92485 16.95584
 24.16937 14.66903 17.34579 5.69414 1.40954 15.17361 22.84593 21.49698 24.78563 22.11702 20.74872 23.72807 22.66506 6.59546 24.92131 2.42147 22.60480 18.82199 16.27375 12.91136
 2.95368 17.55319 16.41285 0.78031 14.74988 1.31342 24.61221 7.31336 15.62074 12.84328 7.02732 8.12727 20.00815 1.93963 24.30208 19.99956 7.67479 15.23412 14.86461 4.52927
 1.86517 22.88578 16.38528 12.33951 15.16365 5.47804 19.45532 10.51983 6.71457 1.78076 4.15855 17.66673 24.76714 11.37044 3.00516 7.73992 9.77828 18.47647 9.00621 17.40632
 4.08102 14.73845 9.16196 10.14527 11.56389 4.31179 18.18379 14.87643 3.11889 19.25254 2.44281 6.25952 3.69345 0.79105 20.24944 7.32136 0.15799 5.30591 1.41718 18.55757
 15.09240 8.01596 24.19871 7.71523 19.78857 11.45218 1.81922 0.55364 5.08816 16.75761 20.13376 13.03914 23.90917 16.36843 4.22882 23.79225 1.33323 7.51562 15.11204 13.05630
 10.83379 8.44682 15.68402 1.39443 11.13279 8.85792 24.98066 24.96345 10.69752 18.14418 24.30359 20.50140 16.98057 17.39623 3.38698 24.93402 16.07333 19.39487 19.62247 19.75887
 12.50805 22.75561 3.48736 12.01337 8.77928 3.37573 10.86909 1.82159 15.49434 13.45928 10.17863 22.28451 10.72019 24.27271 1.51059 13.48165 11.10498 16.32372 2.84278 3.65443
 20.76630 19.26899 3.92848 0.89325 12.93303 15.39407 3.19076 2.02841 16.48507 14.64784 11.22955 10.10427 22.47849 21.00582 19.73248 18.70476 20.95418 1.88361 7.76070 9.10768
 20.89199 6.64597 23.79104 5.94084 22.65484 9.88453 4.27256 8.87224 15.77789 3.99481 15.77775 1.67938 0.32313 5.84481 8.68160 11.65762 4.60633 18.50791 12.47984 23.66624
 14.57662 14.25290 23.47897 11.09400 6.85425 24.29180 22.30897 21.78341 13.78869 21.50744 0.56315 14.80049 1.82336 20.16352 13.34880 3.28468 5.53587 16.35968 7.12614 19.12231
 22.83227 16.99027 5.45589 22.16471 22.36009 6.04441 13.31782 7.63389 2.87209 21.17959 15.36991 22.10002 10.04613 20.32968 5.92766 1.19833 15.32367 19.95466 3.00931 2.47463
 6.90842 9.87793 18.36430 23.72269 7.19653 2.11031 17.97966 9.15401 1.36229 21.05560 6.38485 10.15995 8.31601 17.15770 19.46355 23.83075 23.41020 5.16685 14.21620 6.71236
 3.82215 13.79916 22.52483 24.87982 5.17825 5.88535 15.16310 21.13708 0.81672 1.67765 21.31587 5.76372 20.89568 18.74117 7.75594 4.12767 23.66653 13.42288 23.35280 15.56175
 9.60836 12.68344 20.51239 1.76075 17.99740 7.26374 6.61623 23.91027 9.83612 15.65906 6.78090 16.58327 15.04657 12.63004 23.06106 12.28682 4.58023 4.90605 5.94872 5.22219
 12.80282 2.06433 20.26716 5.12039 8.36173 10.62929 21.45821 23.19735 2.79627 21.84671 2.66972 19.93069 0.05812 1.87606 5.98624 10.68867 19.42399 9.06129 18.14665 15.78120
 17.39674 11.96664 23.23427 23.40778 14.60199 15.70648 3.76689 10.06681 17.95391 1.44051 10.57453 1.16582 18.97716 24.13640 10.54526 9.13901 24.33129 10.97158 24.31527 16.69165
 18.27221 1.09651 4.12638 2.11232 1.77744 23.51521 20.16593 3.71780 10.06125 24.45815 18.13890 10.49426 2.02733 23.36722 7.95673 3.79880 21.51512 4.64306 10.96344 12.62205

162.68004 178.80225 199.18652 218.22931 193.79358 179.28003 215.02693 218.88757 164.77000 192.88625 208.58598 173.80133 182.70836 240.55583 188.87265 186.98349 138.40446 186.41516 237.99693 172.38055 199.76094 165.92651 208.38326 196.09937 191.49927 211.63223 180.99176 171.43730 216.65773 169.84282
